"","Index","Hydro_endpoint","Flow.Metric.Name","Threshold","Result","Quantile","metric","n"
"267","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BioImpact",0.9,"asci_Wet_BFL_Mag_50",40
"268","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","HydroImpact",0.5,"asci_Wet_BFL_Mag_50",57
"269","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BothImpact",0.5,"asci_Wet_BFL_Mag_50",40
"270","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATHigh","NoImpact",0.9,"asci_Wet_BFL_Mag_50",51
"271","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATHigh","BioImpact",0.9,"asci_Wet_BFL_Mag_50",142
"272","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATHigh","HydroImpact",0.5,"asci_Wet_BFL_Mag_50",51
"273","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATHigh","BothImpact",0.5,"asci_Wet_BFL_Mag_50",147
"274","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATHigh","BothImpact",0.9,"asci_Wet_BFL_Mag_50",5
"275","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATLow","NoImpact",0.9,"asci_Wet_BFL_Mag_50",119
"276","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATLow","BioImpact",0.9,"asci_Wet_BFL_Mag_50",74
"277","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATLow","HydroImpact",0.5,"asci_Wet_BFL_Mag_50",119
"278","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATLow","BothImpact",0.5,"asci_Wet_BFL_Mag_50",79
"279","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATLow","BothImpact",0.9,"asci_Wet_BFL_Mag_50",5
"280","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATMed","NoImpact",0.9,"asci_Wet_BFL_Mag_50",86
"281","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATMed","BioImpact",0.9,"asci_Wet_BFL_Mag_50",107
"282","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATMed","HydroImpact",0.5,"asci_Wet_BFL_Mag_50",86
"283","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATMed","BothImpact",0.5,"asci_Wet_BFL_Mag_50",112
"284","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATMed","BothImpact",0.9,"asci_Wet_BFL_Mag_50",5
"285","asci","Wet_BFL_Mag_50","Wet-season median baseflow","SB0","NoImpact",0.9,"asci_Wet_BFL_Mag_50",2
"286","asci","Wet_BFL_Mag_50","Wet-season median baseflow","SB0","BioImpact",0.9,"asci_Wet_BFL_Mag_50",2
"287","asci","Wet_BFL_Mag_50","Wet-season median baseflow","SB0","HydroImpact",0.5,"asci_Wet_BFL_Mag_50",2
"288","asci","Wet_BFL_Mag_50","Wet-season median baseflow","SB0","BothImpact",0.5,"asci_Wet_BFL_Mag_50",2
"289","asci","Wet_BFL_Mag_50","Wet-season median baseflow","SB2","BioImpact",0.9,"asci_Wet_BFL_Mag_50",9
"290","asci","Wet_BFL_Mag_50","Wet-season median baseflow","SB2","BothImpact",0.5,"asci_Wet_BFL_Mag_50",13
"291","asci","Wet_BFL_Mag_50","Wet-season median baseflow","SB2","BothImpact",0.9,"asci_Wet_BFL_Mag_50",4
"292","csci","DS_Mag_50","Dry-season median baseflow","HB","NoImpact",0.9,"csci_DS_Mag_50",1
"293","csci","DS_Mag_50","Dry-season median baseflow","HB","BioImpact",0.5,"csci_DS_Mag_50",10
"294","csci","DS_Mag_50","Dry-season median baseflow","HB","BioImpact",0.9,"csci_DS_Mag_50",28
"295","csci","DS_Mag_50","Dry-season median baseflow","HB","HydroImpact",0.5,"csci_DS_Mag_50",1
"296","csci","DS_Mag_50","Dry-season median baseflow","HB","BothImpact",0.5,"csci_DS_Mag_50",28
"297","csci","DS_Mag_50","Dry-season median baseflow","HB","BothImpact",0.9,"csci_DS_Mag_50",10
"298","csci","DS_Mag_50","Dry-season median baseflow","NAT","NoImpact",0.5,"csci_DS_Mag_50",126
"299","csci","DS_Mag_50","Dry-season median baseflow","NAT","NoImpact",0.9,"csci_DS_Mag_50",140
"300","csci","DS_Mag_50","Dry-season median baseflow","NAT","BioImpact",0.5,"csci_DS_Mag_50",22
"301","csci","DS_Mag_50","Dry-season median baseflow","NAT","BioImpact",0.9,"csci_DS_Mag_50",38
"302","csci","DS_Mag_50","Dry-season median baseflow","NAT","HydroImpact",0.5,"csci_DS_Mag_50",14
"303","csci","DS_Mag_50","Dry-season median baseflow","NAT","BothImpact",0.5,"csci_DS_Mag_50",17
"304","csci","DS_Mag_50","Dry-season median baseflow","NAT","BothImpact",0.9,"csci_DS_Mag_50",1
"305","csci","DS_Mag_50","Dry-season median baseflow","NATHigh","NoImpact",0.9,"csci_DS_Mag_50",146
"306","csci","DS_Mag_50","Dry-season median baseflow","NATHigh","BioImpact",0.9,"csci_DS_Mag_50",143
"307","csci","DS_Mag_50","Dry-season median baseflow","NATHigh","HydroImpact",0.5,"csci_DS_Mag_50",148
"308","csci","DS_Mag_50","Dry-season median baseflow","NATHigh","HydroImpact",0.9,"csci_DS_Mag_50",2
"309","csci","DS_Mag_50","Dry-season median baseflow","NATHigh","BothImpact",0.5,"csci_DS_Mag_50",195
"310","csci","DS_Mag_50","Dry-season median baseflow","NATHigh","BothImpact",0.9,"csci_DS_Mag_50",52
"311","csci","DS_Mag_50","Dry-season median baseflow","NATLow","NoImpact",0.5,"csci_DS_Mag_50",249
"312","csci","DS_Mag_50","Dry-season median baseflow","NATLow","NoImpact",0.9,"csci_DS_Mag_50",269
"313","csci","DS_Mag_50","Dry-season median baseflow","NATLow","BioImpact",0.5,"csci_DS_Mag_50",42
"314","csci","DS_Mag_50","Dry-season median baseflow","NATLow","BioImpact",0.9,"csci_DS_Mag_50",69
"315","csci","DS_Mag_50","Dry-season median baseflow","NATLow","HydroImpact",0.5,"csci_DS_Mag_50",20
"316","csci","DS_Mag_50","Dry-season median baseflow","NATLow","BothImpact",0.5,"csci_DS_Mag_50",32
"317","csci","DS_Mag_50","Dry-season median baseflow","NATLow","BothImpact",0.9,"csci_DS_Mag_50",5
"318","csci","DS_Mag_50","Dry-season median baseflow","NATMed","NoImpact",0.5,"csci_DS_Mag_50",176
"319","csci","DS_Mag_50","Dry-season median baseflow","NATMed","NoImpact",0.9,"csci_DS_Mag_50",196
"320","csci","DS_Mag_50","Dry-season median baseflow","NATMed","BioImpact",0.5,"csci_DS_Mag_50",68
"321","csci","DS_Mag_50","Dry-season median baseflow","NATMed","BioImpact",0.9,"csci_DS_Mag_50",115
"322","csci","DS_Mag_50","Dry-season median baseflow","NATMed","HydroImpact",0.5,"csci_DS_Mag_50",21
"323","csci","DS_Mag_50","Dry-season median baseflow","NATMed","HydroImpact",0.9,"csci_DS_Mag_50",1
"324","csci","DS_Mag_50","Dry-season median baseflow","NATMed","BothImpact",0.5,"csci_DS_Mag_50",78
"325","csci","DS_Mag_50","Dry-season median baseflow","NATMed","BothImpact",0.9,"csci_DS_Mag_50",31
"326","csci","DS_Mag_50","Dry-season median baseflow","SB0","BioImpact",0.5,"csci_DS_Mag_50",4
"327","csci","DS_Mag_50","Dry-season median baseflow","SB0","BioImpact",0.9,"csci_DS_Mag_50",6
"328","csci","DS_Mag_50","Dry-season median baseflow","SB0","BothImpact",0.5,"csci_DS_Mag_50",2
"329","csci","DS_Mag_50","Dry-season median baseflow","SB2","BioImpact",0.5,"csci_DS_Mag_50",16
"330","csci","DS_Mag_50","Dry-season median baseflow","SB2","BioImpact",0.9,"csci_DS_Mag_50",28
"331","csci","DS_Mag_50","Dry-season median baseflow","SB2","BothImpact",0.5,"csci_DS_Mag_50",13
"332","csci","DS_Mag_50","Dry-season median baseflow","SB2","BothImpact",0.9,"csci_DS_Mag_50",1
"333","csci","FA_Mag","Fall pulse magnitude","HB","NoImpact",0.5,"csci_FA_Mag",1
"334","csci","FA_Mag","Fall pulse magnitude","HB","NoImpact",0.9,"csci_FA_Mag",1
"335","csci","FA_Mag","Fall pulse magnitude","HB","BioImpact",0.5,"csci_FA_Mag",17
"336","csci","FA_Mag","Fall pulse magnitude","HB","BioImpact",0.9,"csci_FA_Mag",17
"337","csci","FA_Mag","Fall pulse magnitude","HB","BothImpact",0.5,"csci_FA_Mag",21
"338","csci","FA_Mag","Fall pulse magnitude","HB","BothImpact",0.9,"csci_FA_Mag",21
"339","csci","FA_Mag","Fall pulse magnitude","NAT","NoImpact",0.5,"csci_FA_Mag",138
"340","csci","FA_Mag","Fall pulse magnitude","NAT","NoImpact",0.9,"csci_FA_Mag",140
"341","csci","FA_Mag","Fall pulse magnitude","NAT","BioImpact",0.5,"csci_FA_Mag",25
"342","csci","FA_Mag","Fall pulse magnitude","NAT","BioImpact",0.9,"csci_FA_Mag",39
"343","csci","FA_Mag","Fall pulse magnitude","NAT","HydroImpact",0.5,"csci_FA_Mag",2
"344","csci","FA_Mag","Fall pulse magnitude","NAT","BothImpact",0.5,"csci_FA_Mag",14
"345","csci","FA_Mag","Fall pulse magnitude","NATHigh","NoImpact",0.9,"csci_FA_Mag",148
"346","csci","FA_Mag","Fall pulse magnitude","NATHigh","BioImpact",0.9,"csci_FA_Mag",158
"347","csci","FA_Mag","Fall pulse magnitude","NATHigh","HydroImpact",0.5,"csci_FA_Mag",148
"348","csci","FA_Mag","Fall pulse magnitude","NATHigh","BothImpact",0.5,"csci_FA_Mag",195
"349","csci","FA_Mag","Fall pulse magnitude","NATHigh","BothImpact",0.9,"csci_FA_Mag",37
"350","csci","FA_Mag","Fall pulse magnitude","NATLow","NoImpact",0.5,"csci_FA_Mag",258
"351","csci","FA_Mag","Fall pulse magnitude","NATLow","NoImpact",0.9,"csci_FA_Mag",269
"352","csci","FA_Mag","Fall pulse magnitude","NATLow","BioImpact",0.5,"csci_FA_Mag",48
"353","csci","FA_Mag","Fall pulse magnitude","NATLow","BioImpact",0.9,"csci_FA_Mag",51
"354","csci","FA_Mag","Fall pulse magnitude","NATLow","HydroImpact",0.5,"csci_FA_Mag",11
"355","csci","FA_Mag","Fall pulse magnitude","NATLow","BothImpact",0.5,"csci_FA_Mag",26
"356","csci","FA_Mag","Fall pulse magnitude","NATLow","BothImpact",0.9,"csci_FA_Mag",23
"357","csci","FA_Mag","Fall pulse magnitude","NATMed","NoImpact",0.5,"csci_FA_Mag",190
"358","csci","FA_Mag","Fall pulse magnitude","NATMed","NoImpact",0.9,"csci_FA_Mag",197
"359","csci","FA_Mag","Fall pulse magnitude","NATMed","BioImpact",0.5,"csci_FA_Mag",87
"360","csci","FA_Mag","Fall pulse magnitude","NATMed","BioImpact",0.9,"csci_FA_Mag",123
"361","csci","FA_Mag","Fall pulse magnitude","NATMed","HydroImpact",0.5,"csci_FA_Mag",7
"362","csci","FA_Mag","Fall pulse magnitude","NATMed","BothImpact",0.5,"csci_FA_Mag",59
"363","csci","FA_Mag","Fall pulse magnitude","NATMed","BothImpact",0.9,"csci_FA_Mag",23
"364","csci","FA_Mag","Fall pulse magnitude","SB0","BioImpact",0.5,"csci_FA_Mag",6
"365","csci","FA_Mag","Fall pulse magnitude","SB0","BioImpact",0.9,"csci_FA_Mag",6
"366","csci","FA_Mag","Fall pulse magnitude","SB2","BioImpact",0.5,"csci_FA_Mag",24
"367","csci","FA_Mag","Fall pulse magnitude","SB2","BioImpact",0.9,"csci_FA_Mag",28
"368","csci","FA_Mag","Fall pulse magnitude","SB2","BothImpact",0.5,"csci_FA_Mag",5
"369","csci","FA_Mag","Fall pulse magnitude","SB2","BothImpact",0.9,"csci_FA_Mag",1
"370","csci","Peak_10","10-year flood magnitude","HB","NoImpact",0.9,"csci_Peak_10",1
"371","csci","Peak_10","10-year flood magnitude","HB","BioImpact",0.5,"csci_Peak_10",17
"372","csci","Peak_10","10-year flood magnitude","HB","BioImpact",0.9,"csci_Peak_10",38
"373","csci","Peak_10","10-year flood magnitude","HB","HydroImpact",0.5,"csci_Peak_10",1
"374","csci","Peak_10","10-year flood magnitude","HB","BothImpact",0.5,"csci_Peak_10",21
"375","csci","Peak_10","10-year flood magnitude","NAT","NoImpact",0.5,"csci_Peak_10",123
"376","csci","Peak_10","10-year flood magnitude","NAT","NoImpact",0.9,"csci_Peak_10",140
"377","csci","Peak_10","10-year flood magnitude","NAT","BioImpact",0.5,"csci_Peak_10",24
"378","csci","Peak_10","10-year flood magnitude","NAT","BioImpact",0.9,"csci_Peak_10",39
"379","csci","Peak_10","10-year flood magnitude","NAT","HydroImpact",0.5,"csci_Peak_10",17
"380","csci","Peak_10","10-year flood magnitude","NAT","BothImpact",0.5,"csci_Peak_10",15
"381","csci","Peak_10","10-year flood magnitude","NATHigh","NoImpact",0.9,"csci_Peak_10",148
"382","csci","Peak_10","10-year flood magnitude","NATHigh","BioImpact",0.9,"csci_Peak_10",158
"383","csci","Peak_10","10-year flood magnitude","NATHigh","HydroImpact",0.5,"csci_Peak_10",148
"384","csci","Peak_10","10-year flood magnitude","NATHigh","BothImpact",0.5,"csci_Peak_10",195
"385","csci","Peak_10","10-year flood magnitude","NATHigh","BothImpact",0.9,"csci_Peak_10",37
"386","csci","Peak_10","10-year flood magnitude","NATLow","NoImpact",0.5,"csci_Peak_10",251
"387","csci","Peak_10","10-year flood magnitude","NATLow","NoImpact",0.9,"csci_Peak_10",269
"388","csci","Peak_10","10-year flood magnitude","NATLow","BioImpact",0.5,"csci_Peak_10",49
"389","csci","Peak_10","10-year flood magnitude","NATLow","BioImpact",0.9,"csci_Peak_10",74
"390","csci","Peak_10","10-year flood magnitude","NATLow","HydroImpact",0.5,"csci_Peak_10",18
"391","csci","Peak_10","10-year flood magnitude","NATLow","BothImpact",0.5,"csci_Peak_10",25
"392","csci","Peak_10","10-year flood magnitude","NATMed","NoImpact",0.5,"csci_Peak_10",172
"393","csci","Peak_10","10-year flood magnitude","NATMed","NoImpact",0.9,"csci_Peak_10",196
"394","csci","Peak_10","10-year flood magnitude","NATMed","BioImpact",0.5,"csci_Peak_10",76
"395","csci","Peak_10","10-year flood magnitude","NATMed","BioImpact",0.9,"csci_Peak_10",137
"396","csci","Peak_10","10-year flood magnitude","NATMed","HydroImpact",0.5,"csci_Peak_10",25
"397","csci","Peak_10","10-year flood magnitude","NATMed","HydroImpact",0.9,"csci_Peak_10",1
"398","csci","Peak_10","10-year flood magnitude","NATMed","BothImpact",0.5,"csci_Peak_10",70
"399","csci","Peak_10","10-year flood magnitude","NATMed","BothImpact",0.9,"csci_Peak_10",9
"400","csci","Peak_10","10-year flood magnitude","SB0","BioImpact",0.5,"csci_Peak_10",4
"401","csci","Peak_10","10-year flood magnitude","SB0","BioImpact",0.9,"csci_Peak_10",6
"402","csci","Peak_10","10-year flood magnitude","SB0","BothImpact",0.5,"csci_Peak_10",2
"403","csci","Peak_10","10-year flood magnitude","SB2","BioImpact",0.5,"csci_Peak_10",8
"404","csci","Peak_10","10-year flood magnitude","SB2","BioImpact",0.9,"csci_Peak_10",25
"405","csci","Peak_10","10-year flood magnitude","SB2","BothImpact",0.5,"csci_Peak_10",21
"406","csci","Peak_10","10-year flood magnitude","SB2","BothImpact",0.9,"csci_Peak_10",4
"407","csci","Peak_2","2-year flood magnitude","HB","NoImpact",0.5,"csci_Peak_2",1
"408","csci","Peak_2","2-year flood magnitude","HB","NoImpact",0.9,"csci_Peak_2",1
"409","csci","Peak_2","2-year flood magnitude","HB","BioImpact",0.5,"csci_Peak_2",34
"410","csci","Peak_2","2-year flood magnitude","HB","BioImpact",0.9,"csci_Peak_2",38
"411","csci","Peak_2","2-year flood magnitude","HB","BothImpact",0.5,"csci_Peak_2",4
"412","csci","Peak_2","2-year flood magnitude","NAT","NoImpact",0.5,"csci_Peak_2",134
"413","csci","Peak_2","2-year flood magnitude","NAT","NoImpact",0.9,"csci_Peak_2",140
"414","csci","Peak_2","2-year flood magnitude","NAT","BioImpact",0.5,"csci_Peak_2",28
"415","csci","Peak_2","2-year flood magnitude","NAT","BioImpact",0.9,"csci_Peak_2",39
"416","csci","Peak_2","2-year flood magnitude","NAT","HydroImpact",0.5,"csci_Peak_2",6
"417","csci","Peak_2","2-year flood magnitude","NAT","BothImpact",0.5,"csci_Peak_2",11
"418","csci","Peak_2","2-year flood magnitude","NATHigh","NoImpact",0.9,"csci_Peak_2",148
"419","csci","Peak_2","2-year flood magnitude","NATHigh","BioImpact",0.9,"csci_Peak_2",173
"420","csci","Peak_2","2-year flood magnitude","NATHigh","HydroImpact",0.5,"csci_Peak_2",148
"421","csci","Peak_2","2-year flood magnitude","NATHigh","BothImpact",0.5,"csci_Peak_2",195
"422","csci","Peak_2","2-year flood magnitude","NATHigh","BothImpact",0.9,"csci_Peak_2",22
"423","csci","Peak_2","2-year flood magnitude","NATLow","NoImpact",0.5,"csci_Peak_2",256
"424","csci","Peak_2","2-year flood magnitude","NATLow","NoImpact",0.9,"csci_Peak_2",269
"425","csci","Peak_2","2-year flood magnitude","NATLow","BioImpact",0.5,"csci_Peak_2",70
"426","csci","Peak_2","2-year flood magnitude","NATLow","BioImpact",0.9,"csci_Peak_2",74
"427","csci","Peak_2","2-year flood magnitude","NATLow","HydroImpact",0.5,"csci_Peak_2",13
"428","csci","Peak_2","2-year flood magnitude","NATLow","BothImpact",0.5,"csci_Peak_2",4
"429","csci","Peak_2","2-year flood magnitude","NATMed","NoImpact",0.5,"csci_Peak_2",187
"430","csci","Peak_2","2-year flood magnitude","NATMed","NoImpact",0.9,"csci_Peak_2",196
"431","csci","Peak_2","2-year flood magnitude","NATMed","BioImpact",0.5,"csci_Peak_2",123
"432","csci","Peak_2","2-year flood magnitude","NATMed","BioImpact",0.9,"csci_Peak_2",140
"433","csci","Peak_2","2-year flood magnitude","NATMed","HydroImpact",0.5,"csci_Peak_2",10
"434","csci","Peak_2","2-year flood magnitude","NATMed","HydroImpact",0.9,"csci_Peak_2",1
"435","csci","Peak_2","2-year flood magnitude","NATMed","BothImpact",0.5,"csci_Peak_2",23
"436","csci","Peak_2","2-year flood magnitude","NATMed","BothImpact",0.9,"csci_Peak_2",6
"437","csci","Peak_2","2-year flood magnitude","SB0","BioImpact",0.5,"csci_Peak_2",6
"438","csci","Peak_2","2-year flood magnitude","SB0","BioImpact",0.9,"csci_Peak_2",6
"439","csci","Peak_2","2-year flood magnitude","SB2","BioImpact",0.5,"csci_Peak_2",25
"440","csci","Peak_2","2-year flood magnitude","SB2","BioImpact",0.9,"csci_Peak_2",25
"441","csci","Peak_2","2-year flood magnitude","SB2","BothImpact",0.5,"csci_Peak_2",4
"442","csci","Peak_2","2-year flood magnitude","SB2","BothImpact",0.9,"csci_Peak_2",4
"443","csci","Peak_5","5-year flood magnitude","HB","NoImpact",0.9,"csci_Peak_5",1
"444","csci","Peak_5","5-year flood magnitude","HB","BioImpact",0.5,"csci_Peak_5",20
"445","csci","Peak_5","5-year flood magnitude","HB","BioImpact",0.9,"csci_Peak_5",38
"446","csci","Peak_5","5-year flood magnitude","HB","HydroImpact",0.5,"csci_Peak_5",1
"447","csci","Peak_5","5-year flood magnitude","HB","BothImpact",0.5,"csci_Peak_5",18
"448","csci","Peak_5","5-year flood magnitude","NAT","NoImpact",0.5,"csci_Peak_5",133
"449","csci","Peak_5","5-year flood magnitude","NAT","NoImpact",0.9,"csci_Peak_5",140
"450","csci","Peak_5","5-year flood magnitude","NAT","BioImpact",0.5,"csci_Peak_5",22
"451","csci","Peak_5","5-year flood magnitude","NAT","BioImpact",0.9,"csci_Peak_5",39
"452","csci","Peak_5","5-year flood magnitude","NAT","HydroImpact",0.5,"csci_Peak_5",7
"453","csci","Peak_5","5-year flood magnitude","NAT","BothImpact",0.5,"csci_Peak_5",17
"454","csci","Peak_5","5-year flood magnitude","NATHigh","NoImpact",0.9,"csci_Peak_5",148
"455","csci","Peak_5","5-year flood magnitude","NATHigh","BioImpact",0.9,"csci_Peak_5",183
"456","csci","Peak_5","5-year flood magnitude","NATHigh","HydroImpact",0.5,"csci_Peak_5",148
"457","csci","Peak_5","5-year flood magnitude","NATHigh","BothImpact",0.5,"csci_Peak_5",195
"458","csci","Peak_5","5-year flood magnitude","NATHigh","BothImpact",0.9,"csci_Peak_5",12
"459","csci","Peak_5","5-year flood magnitude","NATLow","NoImpact",0.5,"csci_Peak_5",252
"460","csci","Peak_5","5-year flood magnitude","NATLow","NoImpact",0.9,"csci_Peak_5",269
"461","csci","Peak_5","5-year flood magnitude","NATLow","BioImpact",0.5,"csci_Peak_5",68
"462","csci","Peak_5","5-year flood magnitude","NATLow","BioImpact",0.9,"csci_Peak_5",74
"463","csci","Peak_5","5-year flood magnitude","NATLow","HydroImpact",0.5,"csci_Peak_5",17
"464","csci","Peak_5","5-year flood magnitude","NATLow","BothImpact",0.5,"csci_Peak_5",6
"465","csci","Peak_5","5-year flood magnitude","NATMed","NoImpact",0.5,"csci_Peak_5",181
"466","csci","Peak_5","5-year flood magnitude","NATMed","NoImpact",0.9,"csci_Peak_5",196
"467","csci","Peak_5","5-year flood magnitude","NATMed","BioImpact",0.5,"csci_Peak_5",85
"468","csci","Peak_5","5-year flood magnitude","NATMed","BioImpact",0.9,"csci_Peak_5",137
"469","csci","Peak_5","5-year flood magnitude","NATMed","HydroImpact",0.5,"csci_Peak_5",16
"470","csci","Peak_5","5-year flood magnitude","NATMed","HydroImpact",0.9,"csci_Peak_5",1
"471","csci","Peak_5","5-year flood magnitude","NATMed","BothImpact",0.5,"csci_Peak_5",61
"472","csci","Peak_5","5-year flood magnitude","NATMed","BothImpact",0.9,"csci_Peak_5",9
"473","csci","Peak_5","5-year flood magnitude","SB0","BioImpact",0.5,"csci_Peak_5",2
"474","csci","Peak_5","5-year flood magnitude","SB0","BioImpact",0.9,"csci_Peak_5",6
"475","csci","Peak_5","5-year flood magnitude","SB0","BothImpact",0.5,"csci_Peak_5",4
"476","csci","Peak_5","5-year flood magnitude","SB2","BioImpact",0.5,"csci_Peak_5",25
"477","csci","Peak_5","5-year flood magnitude","SB2","BioImpact",0.9,"csci_Peak_5",25
"478","csci","Peak_5","5-year flood magnitude","SB2","BothImpact",0.5,"csci_Peak_5",4
"479","csci","Peak_5","5-year flood magnitude","SB2","BothImpact",0.9,"csci_Peak_5",4
"480","csci","Q99","Magnitude of largest annual storm","HB","NoImpact",0.9,"csci_Q99",1
"481","csci","Q99","Magnitude of largest annual storm","HB","BioImpact",0.5,"csci_Q99",37
"482","csci","Q99","Magnitude of largest annual storm","HB","BioImpact",0.9,"csci_Q99",38
"483","csci","Q99","Magnitude of largest annual storm","HB","HydroImpact",0.5,"csci_Q99",1
"484","csci","Q99","Magnitude of largest annual storm","HB","BothImpact",0.5,"csci_Q99",1
"485","csci","Q99","Magnitude of largest annual storm","NAT","NoImpact",0.5,"csci_Q99",131
"486","csci","Q99","Magnitude of largest annual storm","NAT","NoImpact",0.9,"csci_Q99",140
"487","csci","Q99","Magnitude of largest annual storm","NAT","BioImpact",0.5,"csci_Q99",22
"488","csci","Q99","Magnitude of largest annual storm","NAT","BioImpact",0.9,"csci_Q99",39
"489","csci","Q99","Magnitude of largest annual storm","NAT","HydroImpact",0.5,"csci_Q99",9
"490","csci","Q99","Magnitude of largest annual storm","NAT","BothImpact",0.5,"csci_Q99",17
"491","csci","Q99","Magnitude of largest annual storm","NATHigh","NoImpact",0.9,"csci_Q99",148
"492","csci","Q99","Magnitude of largest annual storm","NATHigh","BioImpact",0.9,"csci_Q99",190
"493","csci","Q99","Magnitude of largest annual storm","NATHigh","HydroImpact",0.5,"csci_Q99",148
"494","csci","Q99","Magnitude of largest annual storm","NATHigh","BothImpact",0.5,"csci_Q99",195
"495","csci","Q99","Magnitude of largest annual storm","NATHigh","BothImpact",0.9,"csci_Q99",5
"496","csci","Q99","Magnitude of largest annual storm","NATLow","NoImpact",0.5,"csci_Q99",265
"497","csci","Q99","Magnitude of largest annual storm","NATLow","NoImpact",0.9,"csci_Q99",269
"498","csci","Q99","Magnitude of largest annual storm","NATLow","BioImpact",0.5,"csci_Q99",71
"499","csci","Q99","Magnitude of largest annual storm","NATLow","BioImpact",0.9,"csci_Q99",71
"500","csci","Q99","Magnitude of largest annual storm","NATLow","HydroImpact",0.5,"csci_Q99",4
"501","csci","Q99","Magnitude of largest annual storm","NATLow","BothImpact",0.5,"csci_Q99",3
"502","csci","Q99","Magnitude of largest annual storm","NATLow","BothImpact",0.9,"csci_Q99",3
"503","csci","Q99","Magnitude of largest annual storm","NATMed","NoImpact",0.5,"csci_Q99",179
"504","csci","Q99","Magnitude of largest annual storm","NATMed","NoImpact",0.9,"csci_Q99",196
"505","csci","Q99","Magnitude of largest annual storm","NATMed","BioImpact",0.5,"csci_Q99",85
"506","csci","Q99","Magnitude of largest annual storm","NATMed","BioImpact",0.9,"csci_Q99",142
"507","csci","Q99","Magnitude of largest annual storm","NATMed","HydroImpact",0.5,"csci_Q99",18
"508","csci","Q99","Magnitude of largest annual storm","NATMed","HydroImpact",0.9,"csci_Q99",1
"509","csci","Q99","Magnitude of largest annual storm","NATMed","BothImpact",0.5,"csci_Q99",61
"510","csci","Q99","Magnitude of largest annual storm","NATMed","BothImpact",0.9,"csci_Q99",4
"511","csci","Q99","Magnitude of largest annual storm","SB0","BioImpact",0.5,"csci_Q99",4
"512","csci","Q99","Magnitude of largest annual storm","SB0","BioImpact",0.9,"csci_Q99",6
"513","csci","Q99","Magnitude of largest annual storm","SB0","BothImpact",0.5,"csci_Q99",2
"514","csci","Q99","Magnitude of largest annual storm","SB2","BioImpact",0.5,"csci_Q99",24
"515","csci","Q99","Magnitude of largest annual storm","SB2","BioImpact",0.9,"csci_Q99",26
"516","csci","Q99","Magnitude of largest annual storm","SB2","BothImpact",0.5,"csci_Q99",5
"517","csci","Q99","Magnitude of largest annual storm","SB2","BothImpact",0.9,"csci_Q99",3
"518","csci","SP_Mag","Spring recession magnitude","HB","NoImpact",0.5,"csci_SP_Mag",1
"519","csci","SP_Mag","Spring recession magnitude","HB","NoImpact",0.9,"csci_SP_Mag",1
"520","csci","SP_Mag","Spring recession magnitude","HB","BioImpact",0.5,"csci_SP_Mag",38
"521","csci","SP_Mag","Spring recession magnitude","HB","BioImpact",0.9,"csci_SP_Mag",38
"522","csci","SP_Mag","Spring recession magnitude","NAT","NoImpact",0.5,"csci_SP_Mag",129
"523","csci","SP_Mag","Spring recession magnitude","NAT","NoImpact",0.9,"csci_SP_Mag",140
"524","csci","SP_Mag","Spring recession magnitude","NAT","BioImpact",0.5,"csci_SP_Mag",30
"525","csci","SP_Mag","Spring recession magnitude","NAT","BioImpact",0.9,"csci_SP_Mag",39
"526","csci","SP_Mag","Spring recession magnitude","NAT","HydroImpact",0.5,"csci_SP_Mag",11
"527","csci","SP_Mag","Spring recession magnitude","NAT","BothImpact",0.5,"csci_SP_Mag",9
"528","csci","SP_Mag","Spring recession magnitude","NATHigh","NoImpact",0.9,"csci_SP_Mag",148
"529","csci","SP_Mag","Spring recession magnitude","NATHigh","BioImpact",0.9,"csci_SP_Mag",195
"530","csci","SP_Mag","Spring recession magnitude","NATHigh","HydroImpact",0.5,"csci_SP_Mag",148
"531","csci","SP_Mag","Spring recession magnitude","NATHigh","BothImpact",0.5,"csci_SP_Mag",195
"532","csci","SP_Mag","Spring recession magnitude","NATLow","NoImpact",0.9,"csci_SP_Mag",269
"533","csci","SP_Mag","Spring recession magnitude","NATLow","BioImpact",0.9,"csci_SP_Mag",74
"534","csci","SP_Mag","Spring recession magnitude","NATLow","HydroImpact",0.5,"csci_SP_Mag",269
"535","csci","SP_Mag","Spring recession magnitude","NATLow","BothImpact",0.5,"csci_SP_Mag",74
